GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4352	6.93e-01	4.48e-01	0.4374	-0.7591953	-0.3320492	41.41	MPL	MPL proto-oncogene, thrombopoietin receptor
105378721	6.93e-01	4.48e-01	0.3205	0.7590142	0.2432685	741.92	LOC105378721	
554251	6.93e-01	4.48e-01	0.2505	0.7592549	0.190188	132.05	FBXO48	F-box protein 48
1639	6.93e-01	4.48e-01	0.1523	-0.759266	-0.115644	2502.27	DCTN1	dynactin subunit 1
200916	6.93e-01	4.48e-01	0.305	0.7590764	0.2315275	506.24	RPL22L1	ribosomal protein L22 like 1
107984026	6.93e-01	4.48e-01	0.3391	-0.7588407	-0.2573272	129.85	LOC107984026	replaced by ID 728005
51379	6.93e-01	4.48e-01	0.3286	0.7594155	0.2495134	3099.78	CRLF3	cytokine receptor like factor 3
4215	6.93e-01	4.48e-01	0.2452	0.7589684	0.1861276	5760.78	MAP3K3	mitogen-activated protein kinase kinase kinase 3
400682	6.93e-01	4.48e-01	0.7615	0.7589007	0.577865	27.52	LOC400682	zinc finger protein 100-like
11040	6.93e-01	4.48e-01	0.3586	-0.7591629	-0.2722333	3244.41	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
100287559	6.93e-01	4.48e-01	0.3033	0.7587341	0.2301082	36.96	ADPGK-AS1	ADPGK antisense RNA 1
91584	6.94e-01	4.48e-01	0.6337	-0.7583707	-0.4805636	15.87	PLXNA4	plexin A4
23117	6.94e-01	4.48e-01	0.2303	0.7583392	0.1746362	366.31	NPIPB3	nuclear pore complex interacting protein family member B3
56474	6.94e-01	4.48e-01	0.225	0.7583115	0.1706048	93.38	CTPS2	CTP synthase 2
102800317	6.94e-01	4.48e-01	0.2321	0.7579752	0.1759331	227.56	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough
220064	6.94e-01	4.49e-01	0.1861	-0.7575514	-0.1410117	280.38	LTO1	LTO1 maturation factor of ABCE1
399474	6.95e-01	4.49e-01	0.2686	-0.7566957	-0.2032714	330.21	TMEM200B	transmembrane protein 200B
64645	6.95e-01	4.49e-01	0.3927	0.7565557	0.2971144	1797.69	MFSD14A	major facilitator superfamily domain containing 14A
3133	6.95e-01	4.49e-01	0.3095	-0.7566849	-0.2341776	157590.97	HLA-E	major histocompatibility complex, class I, E
79624	6.95e-01	4.49e-01	0.2967	0.7565013	0.2244541	935.85	ARMT1	acidic residue methyltransferase 1
105375508	6.95e-01	4.49e-01	0.9141	0.7566969	0.6916633	16.39	LOC105375508	uncharacterized LOC105375508
3190	6.95e-01	4.49e-01	0.2253	0.7564016	0.1703805	19125.55	HNRNPK	heterogeneous nuclear ribonucleoprotein K
161176	6.95e-01	4.49e-01	0.3243	0.756383	0.2452674	1139.7	SYNE3	spectrin repeat containing nuclear envelope family member 3
6560	6.95e-01	4.49e-01	0.1914	-0.7563827	-0.1447483	426.58	SLC12A4	solute carrier family 12 member 4
27351	6.95e-01	4.49e-01	0.2522	-0.7567449	-0.1908266	1038.14	DESI1	desumoylating isopeptidase 1
22921	6.95e-01	4.50e-01	0.3704	-0.7561684	-0.2800974	1348.49	MSRB2	methionine sulfoxide reductase B2
3434	6.95e-01	4.50e-01	1.033	-0.7561461	-0.7811229	8210.13	IFIT1	interferon induced protein with tetratricopeptide repeats 1
5578	6.95e-01	4.50e-01	0.3555	-0.7561178	-0.2688152	363.83	PRKCA	protein kinase C alpha
107985334	6.95e-01	4.50e-01	0.6698	0.7560052	0.5064083	8.26	LOC107985334	uncharacterized LOC107985334
80325	6.95e-01	4.50e-01	0.421	-0.7556657	-0.318129	21388.78	ABTB1	ankyrin repeat and BTB domain containing 1
105374838	6.95e-01	4.50e-01	0.3574	-0.7553782	-0.2699419	24.23	LOC105374838	
85021	6.95e-01	4.50e-01	0.1839	-0.7553412	-0.1389436	398.32	REPS1	RALBP1 associated Eps domain containing 1
105375384	6.95e-01	4.50e-01	0.5524	-0.7553829	-0.4172707	13.99	LOC105375384	uncharacterized LOC105375384
552891	6.95e-01	4.50e-01	0.5138	-0.7553659	-0.3881005	5775.49	DNAJC25-GNG10	DNAJC25-GNG10 readthrough
54675	6.95e-01	4.50e-01	0.1871	0.7552087	0.1413178	577.46	CRLS1	cardiolipin synthase 1
101929538	6.95e-01	4.50e-01	0.5706	-0.7548919	-0.4307204	10.08	LOC101929538	uncharacterized LOC101929538
8546	6.96e-01	4.51e-01	0.3101	0.754477	0.2339968	1497.96	AP3B1	adaptor related protein complex 3 subunit beta 1
23203	6.96e-01	4.51e-01	0.2348	-0.7544945	-0.1771426	403.5	PMPCA	peptidase, mitochondrial processing subunit alpha
348378	6.96e-01	4.51e-01	0.5024	-0.7543566	-0.3789512	72.01	SHISAL2A	shisa like 2A
10402	6.96e-01	4.51e-01	0.3068	-0.7535649	-0.2312072	1115.69	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
51163	6.96e-01	4.51e-01	0.1977	-0.7538289	-0.1490253	288.28	DBR1	debranching RNA lariats 1
401548	6.96e-01	4.51e-01	0.3305	-0.7539152	-0.24917	886.3	SNX30	sorting nexin family member 30
10897	6.96e-01	4.51e-01	0.3723	-0.7536504	-0.2805558	204.27	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
2113	6.96e-01	4.51e-01	0.3907	-0.7541641	-0.2946657	4113.16	ETS1	ETS proto-oncogene 1, transcription factor
328	6.96e-01	4.51e-01	0.3366	-0.7536974	-0.2536766	1533.69	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
6815	6.96e-01	4.51e-01	0.1797	-0.7541094	-0.1354928	698.15	STYX	serine/threonine/tyrosine interacting protein
100505573	6.96e-01	4.51e-01	0.1892	-0.7536242	-0.1425929	1236.65	INAFM2	InaF motif containing 2
54820	6.96e-01	4.51e-01	0.2447	0.7537576	0.1844198	1842.54	NDE1	nudE neurodevelopment protein 1
23247	6.96e-01	4.51e-01	0.2584	0.7538978	0.1948144	754.23	KATNIP	katanin interacting protein
7529	6.96e-01	4.51e-01	0.1848	-0.7535379	-0.1392182	9831.6	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
8537	6.96e-01	4.51e-01	0.5446	0.7537225	0.4105133	9.57	BCAS1	brain enriched myelin associated protein 1
105369535	6.96e-01	4.51e-01	0.382	0.753313	0.2877748	27.26	LOC105369535	uncharacterized LOC105369535
2247	6.96e-01	4.51e-01	0.4637	0.7530513	0.3492167	15.38	FGF2	fibroblast growth factor 2
2790	6.96e-01	4.51e-01	0.5131	-0.7531173	-0.3864543	5808.09	GNG10	G protein subunit gamma 10
100131089	6.96e-01	4.51e-01	0.312	-0.7529575	-0.2349159	79.88	SRP14-DT	SRP14 divergent transcript
10500	6.96e-01	4.52e-01	0.3903	0.7526707	0.2937791	33.96	SEMA6C	semaphorin 6C
267004	6.96e-01	4.52e-01	0.2227	0.7527022	0.1675947	52.89	PGBD3	piggyBac transposable element derived 3
79831	6.96e-01	4.52e-01	0.4042	-0.7527384	-0.3042267	59.9	KDM8	lysine demethylase 8
65250	6.96e-01	4.52e-01	0.2483	-0.7525711	-0.1868547	719.37	CPLANE1	ciliogenesis and planar polarity effector complex subunit 1
57521	6.96e-01	4.52e-01	0.3803	-0.7524964	-0.2861793	121.9	RPTOR	regulatory associated protein of MTOR complex 1
10540	6.96e-01	4.52e-01	0.2463	-0.7523074	-0.1852997	2760.39	DCTN2	dynactin subunit 2
54734	6.96e-01	4.52e-01	0.6869	-0.7521649	-0.5166449	40.24	RAB39A	RAB39A, member RAS oncogene family
4555	6.96e-01	4.52e-01	0.3894	-0.7521326	-0.292904	457.51	TRND	tRNA-Asp
91661	6.96e-01	4.52e-01	0.333	0.7520553	0.2504047	224.33	ZNF765	zinc finger protein 765
79850	6.97e-01	4.52e-01	0.4955	0.7517722	0.3724814	15.55	TLCD3A	TLC domain containing 3A
414	6.97e-01	4.52e-01	0.2343	-0.7515638	-0.1760669	611.58	ARSD	arylsulfatase D
56922	6.97e-01	4.52e-01	0.2585	-0.7512658	-0.1941855	242.02	MCCC1	methylcrotonyl-CoA carboxylase subunit 1
100874212	6.97e-01	4.52e-01	0.6339	0.7513131	0.4762499	57.69	MYCBP2-AS1	MYCBP2 antisense RNA 1
84171	6.97e-01	4.53e-01	0.4869	0.7511926	0.3657378	9.58	LOXL4	lysyl oxidase like 4
105377106	6.97e-01	4.53e-01	0.4768	0.7510554	0.3581034	15.8	LOC105377106	uncharacterized LOC105377106
112935969	6.97e-01	4.53e-01	0.4988	-0.7511162	-0.3746721	363.22	SCAT8	S-phase cancer associated transcript 8
57590	6.97e-01	4.53e-01	0.4236	-0.7509213	-0.3180881	1805.84	WDFY1	WD repeat and FYVE domain containing 1
3071	6.97e-01	4.53e-01	0.1891	-0.7509725	-0.1420134	7568.35	NCKAP1L	NCK associated protein 1 like
359948	6.97e-01	4.53e-01	0.2378	0.7504651	0.1784441	2178.88	IRF2BP2	interferon regulatory factor 2 binding protein 2
26137	6.97e-01	4.53e-01	0.2868	0.7504407	0.2152441	136.4	ZBTB20	zinc finger and BTB domain containing 20
285359	6.97e-01	4.53e-01	0.3752	-0.7503358	-0.2815244	27.87	PDCL3P4	PDCL3 pseudogene 4
55312	6.97e-01	4.53e-01	0.2052	-0.7502777	-0.1539218	343.63	RFK	riboflavin kinase
284325	6.97e-01	4.53e-01	0.236	0.7502341	0.1770791	316.72	ACTMAP	actin maturation protease
727800	6.97e-01	4.53e-01	0.6765	-0.750069	-0.5074234	11.99	RNF208	ring finger protein 208
6389	6.97e-01	4.53e-01	0.2114	-0.7498772	-0.1585053	1197.65	SDHA	succinate dehydrogenase complex flavoprotein subunit A
105370877	6.97e-01	4.53e-01	0.3171	0.7499331	0.2378399	27.43	LOC105370877	
60313	6.97e-01	4.54e-01	0.258	0.7495116	0.1933371	4846.05	GPBP1L1	GC-rich promoter binding protein 1 like 1
79134	6.97e-01	4.54e-01	0.297	0.7495425	0.2225803	1193.55	TMEM185B	transmembrane protein 185B
27087	6.97e-01	4.54e-01	0.5297	0.7495844	0.3970176	91.34	B3GAT1	beta-1,3-glucuronyltransferase 1
259295	6.97e-01	4.53e-01	0.4112	-0.7497683	-0.3082827	17.38	TAS2R20	taste 2 receptor member 20
567	6.97e-01	4.53e-01	0.3202	-0.7496552	-0.2400345	428033.31	B2M	beta-2-microglobulin
79796	6.97e-01	4.54e-01	0.33	0.749353	0.2472844	106.33	ALG9	ALG9 alpha-1,2-mannosyltransferase
58497	6.97e-01	4.54e-01	0.2271	0.7491171	0.1700963	1331.69	PRUNE1	prune exopolyphosphatase 1
285550	6.97e-01	4.54e-01	0.3293	-0.749092	-0.2466941	1650.77	FAM200B	family with sequence similarity 200 member B
107984334	6.97e-01	4.54e-01	0.3702	0.7491321	0.2773389	329.14	LOC107984334	uncharacterized LOC107984334
669	6.97e-01	4.54e-01	0.3331	0.7489984	0.2494558	620.35	BPGM	bisphosphoglycerate mutase
3985	6.98e-01	4.54e-01	0.4482	-0.7487396	-0.335601	11657.38	LIMK2	LIM domain kinase 2
130888	6.98e-01	4.54e-01	0.4318	-0.748637	-0.3232853	11.88	FBXO36	F-box protein 36
8125	6.98e-01	4.54e-01	0.2947	-0.7484299	-0.2205414	12641.64	ANP32A	acidic nuclear phosphoprotein 32 family member A
29103	6.98e-01	4.54e-01	0.2335	-0.7483351	-0.1747148	628.78	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
51363	6.98e-01	4.54e-01	0.2908	0.7481851	0.2175597	10243.56	CHST15	carbohydrate sulfotransferase 15
654434	6.98e-01	4.54e-01	0.2737	-0.7480721	-0.2047469	122.46	SNHG20	small nucleolar RNA host gene 20
102465256	6.98e-01	4.55e-01	0.3178	0.7475487	0.2375527	33.63	MIR6513	microRNA 6513
51256	6.98e-01	4.55e-01	0.2201	0.747522	0.1645429	126.08	TBC1D7	TBC1 domain family member 7
79647	6.98e-01	4.55e-01	0.2758	0.7474325	0.2061617	3615.89	AKIRIN1	akirin 1
101060226	6.99e-01	4.55e-01	0.3337	0.7467829	0.2491956	1502.53	NBPF19	NBPF member 19
105375938	6.99e-01	4.55e-01	0.5185	0.7467207	0.3872039	10.37	LOC105375938	uncharacterized LOC105375938
10463	6.99e-01	4.55e-01	0.1821	0.7466497	0.1359642	712.67	SLC30A9	solute carrier family 30 member 9
26528	6.99e-01	4.55e-01	0.2365	-0.7463606	-0.176511	799.76	DAZAP1	DAZ associated protein 1
102606465	6.99e-01	4.56e-01	0.417	0.746077	0.3111004	177.25	DPH5-DT	DPH5 divergent transcript
55350	6.99e-01	4.56e-01	0.4494	-0.7460043	-0.3352755	3844.7	VNN3P	vanin 3, pseudogene
10208	6.99e-01	4.56e-01	0.2719	-0.7461559	-0.2028932	587.72	USPL1	ubiquitin specific peptidase like 1
10633	6.99e-01	4.56e-01	0.5101	0.7459718	0.3804971	11.56	RASL10A	RAS like family 10 member A
27336	6.99e-01	4.56e-01	0.1859	-0.7461698	-0.1386927	805.87	HTATSF1	HIV-1 Tat specific factor 1
100534599	7.00e-01	4.56e-01	0.208	-0.745205	-0.1550034	1928.67	ISY1-RAB43	ISY1-RAB43 readthrough
105376286	7.00e-01	4.56e-01	0.3539	0.7452352	0.2637712	20.87	LOC105376286	uncharacterized LOC105376286
55297	7.00e-01	4.56e-01	0.2543	-0.7452279	-0.1895065	216.72	CCDC91	coiled-coil domain containing 91
66002	7.00e-01	4.56e-01	0.5693	-0.7452745	-0.4242554	112.72	CYP4F12	cytochrome P450 family 4 subfamily F member 12
279	7.00e-01	4.56e-01	0.3424	-0.7449109	-0.255064	97.97	AMY2A	amylase alpha 2A
10289	7.00e-01	4.56e-01	0.3201	-0.7449666	-0.2384635	2272.94	EIF1B	eukaryotic translation initiation factor 1B
105375114	7.00e-01	4.57e-01	0.4263	0.7445588	0.3173813	22.33	LOC105375114	uncharacterized LOC105375114
5305	7.00e-01	4.57e-01	0.1469	0.7445893	0.1093534	3789.28	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
162963	7.00e-01	4.57e-01	0.6584	-0.7444337	-0.4901561	7.49	ZNF610	zinc finger protein 610
51292	7.00e-01	4.57e-01	0.3186	-0.7441972	-0.237113	3884.98	GMPR2	guanosine monophosphate reductase 2
100288846	7.00e-01	4.57e-01	0.4048	0.7438381	0.3011115	20.82	MIA2-AS1	MIA2 antisense RNA 1
116984	7.01e-01	4.57e-01	0.4139	0.7436968	0.3077923	1772.81	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
7372	7.01e-01	4.57e-01	0.2623	-0.7433091	-0.1949559	273.06	UMPS	uridine monophosphate synthetase
101926918	7.01e-01	4.57e-01	0.4377	-0.7433559	-0.3253556	12.17	GTF2IP12	general transcription factor IIi pseudogene 12
80345	7.01e-01	4.57e-01	0.3355	-0.7433864	-0.2493962	334.88	ZSCAN16	zinc finger and SCAN domain containing 16
311	7.01e-01	4.57e-01	0.3406	-0.7433022	-0.2532034	14546.8	ANXA11	annexin A11
159013	7.01e-01	4.57e-01	0.159	-0.7431489	-0.1181306	1868.06	CXorf38	chromosome X open reading frame 38
340544	7.01e-01	4.57e-01	0.3086	0.743041	0.2292858	27.24	MORF4L2-AS1	MORF4L2 antisense RNA 1
94101	7.01e-01	4.58e-01	0.1685	0.7426731	0.1251189	1804.35	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
5465	7.01e-01	4.58e-01	0.34	0.7424766	0.2524318	215.35	PPARA	peroxisome proliferator activated receptor alpha
6262	7.02e-01	4.58e-01	0.7848	0.7419547	0.582292	24.91	RYR2	ryanodine receptor 2
55605	7.02e-01	4.58e-01	0.4689	-0.741871	-0.3478388	72.31	KIF21A	kinesin family member 21A
10743	7.02e-01	4.58e-01	0.3295	-0.7418693	-0.2444147	71.47	RAI1	retinoic acid induced 1
84307	7.02e-01	4.58e-01	0.2704	0.7418198	0.2005563	1067.13	ZNF397	zinc finger protein 397
5151	7.02e-01	4.58e-01	0.3596	-0.7415241	-0.2666473	207.71	PDE8A	phosphodiesterase 8A
7360	7.02e-01	4.59e-01	0.2528	0.7410461	0.1873197	3660.24	UGP2	UDP-glucose pyrophosphorylase 2
22882	7.02e-01	4.59e-01	0.2553	-0.7409461	-0.1891403	835.07	ZHX2	zinc fingers and homeoboxes 2
107987063	7.02e-01	4.59e-01	0.3502	0.7407584	0.2594442	37.75	LOC107987063	
169714	7.02e-01	4.59e-01	0.2643	0.7407416	0.1957759	246.31	QSOX2	quiescin sulfhydryl oxidase 2
729737	7.02e-01	4.59e-01	0.3859	-0.7406602	-0.2858056	2300.33	LOC729737	uncharacterized LOC729737
90850	7.02e-01	4.59e-01	0.3111	-0.740564	-0.230372	201.72	ZNF598	zinc finger protein 598, E3 ubiquitin ligase
8887	7.02e-01	4.59e-01	0.273	0.7403845	0.2021151	4450.7	TAX1BP1	Tax1 binding protein 1
80199	7.02e-01	4.59e-01	0.3323	-0.7402776	-0.2460086	374.59	FUZ	fuzzy planar cell polarity protein
139285	7.03e-01	4.59e-01	0.4629	-0.7398064	-0.3424309	78.94	AMER1	APC membrane recruitment protein 1
8880	7.03e-01	4.60e-01	0.2457	0.7395651	0.1816756	1141.65	FUBP1	far upstream element binding protein 1
286451	7.03e-01	4.60e-01	0.2432	0.7396085	0.1798529	690.84	YIPF6	Yip1 domain family member 6
11325	7.03e-01	4.60e-01	0.1162	0.7391866	0.0858786	2110.96	DDX42	DEAD-box helicase 42
9644	7.03e-01	4.60e-01	0.386	0.7390739	0.285276	150.03	SH3PXD2A	SH3 and PX domains 2A
80000	7.03e-01	4.60e-01	0.4298	0.7389447	0.3176082	11.62	GREB1L	GREB1 like retinoic acid receptor coactivator
3717	7.03e-01	4.60e-01	0.4295	0.7388301	0.3172951	4623.5	JAK2	Janus kinase 2
80150	7.03e-01	4.60e-01	0.3608	-0.7385417	-0.2664411	260.07	ASRGL1	asparaginase and isoaspartyl peptidase 1
9989	7.03e-01	4.60e-01	0.3398	0.7385982	0.2509667	7264.95	PPP4R1	protein phosphatase 4 regulatory subunit 1
2744	7.03e-01	4.60e-01	0.2347	0.7384675	0.1732914	1990.79	GLS	glutaminase
161436	7.03e-01	4.60e-01	0.227	-0.7381945	-0.1675452	76.95	EML5	EMAP like 5
54957	7.03e-01	4.60e-01	0.244	-0.7382473	-0.1801439	581.54	TXNL4B	thioredoxin like 4B
84939	7.03e-01	4.60e-01	0.2904	0.7382678	0.2143959	213.33	PWWP3A	PWWP domain containing 3A, DNA repair factor
28227	7.03e-01	4.60e-01	0.4853	-0.738234	-0.3582807	187.15	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
100996539	7.04e-01	4.61e-01	0.4438	0.7378472	0.3274891	11.76	ITPR1-DT	ITPR1 divergent transcript
80821	7.04e-01	4.61e-01	0.3349	-0.7377183	-0.247073	415.56	DDHD1	DDHD domain containing 1
100131289	7.04e-01	4.61e-01	0.4766	-0.7376439	-0.351554	14.77	LOC100131289	uncharacterized LOC100131289
8621	7.04e-01	4.61e-01	0.2429	0.737351	0.1790829	1197.35	CDK13	cyclin dependent kinase 13
100506007	7.04e-01	4.61e-01	0.3214	0.7372582	0.2369879	24.44	RTCA-AS1	RTCA antisense RNA 1
101060200	7.04e-01	4.61e-01	0.3827	0.7367922	0.2819356	17.98	ZNF891	zinc finger protein 891
399900	7.05e-01	4.61e-01	0.4648	-0.7364195	-0.3423116	28.87	LOC399900	uncharacterized LOC399900
26119	7.05e-01	4.62e-01	0.3638	-0.7362846	-0.2678938	1100.88	LDLRAP1	low density lipoprotein receptor adaptor protein 1
22834	7.05e-01	4.62e-01	0.2421	0.736347	0.1782875	2390.51	ZNF652	zinc finger protein 652
54517	7.05e-01	4.62e-01	0.4356	0.7361294	0.3206503	44.5	PUS7	pseudouridine synthase 7
107985040	7.05e-01	4.62e-01	0.3187	0.7359237	0.2345493	1138.99	FMNL1-AS1	FMNL1 antisense RNA 1
1843	7.05e-01	4.62e-01	0.4444	-0.7357553	-0.3269369	65915.38	DUSP1	dual specificity phosphatase 1
654342	7.05e-01	4.62e-01	0.454	-0.7354937	-0.3339432	15.38	LSP1P4	LSP1 pseudogene 4
112268311	7.05e-01	4.62e-01	0.7927	-0.7355322	-0.5830798	10.9	LOC112268311	uncharacterized LOC112268311
8751	7.05e-01	4.62e-01	0.4087	0.7353324	0.3005404	1385.07	ADAM15	ADAM metallopeptidase domain 15
705	7.05e-01	4.62e-01	0.3549	-0.7352752	-0.2609293	90.49	BYSL	bystin like
2729	7.05e-01	4.62e-01	0.2633	0.7351943	0.1935737	360.05	GCLC	glutamate-cysteine ligase catalytic subunit
80025	7.05e-01	4.62e-01	0.2997	0.7353985	0.2203937	5805.03	PANK2	pantothenate kinase 2
2710	7.05e-01	4.62e-01	0.5859	-0.7351471	-0.4307019	5709.37	GK	glycerol kinase
5687	7.05e-01	4.62e-01	0.223	-0.7349701	-0.1638658	3590.56	PSMA6	proteasome 20S subunit alpha 6
585	7.05e-01	4.62e-01	0.2354	-0.7348314	-0.1730095	208	BBS4	Bardet-Biedl syndrome 4
6018	7.05e-01	4.63e-01	0.3584	0.7343304	0.2631481	1081.1	RLF	RLF zinc finger
8915	7.05e-01	4.63e-01	0.3344	-0.7344136	-0.2456176	1120.59	BCL10	BCL10 immune signaling adaptor
3020	7.05e-01	4.63e-01	0.3344	-0.7343208	-0.2455396	34469.5	H3-3A	H3.3 histone A
64979	7.05e-01	4.63e-01	0.2688	-0.7343574	-0.1973778	189.15	MRPL36	mitochondrial ribosomal protein L36
55326	7.05e-01	4.63e-01	0.3096	0.7344213	0.2274032	236.93	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
440138	7.05e-01	4.63e-01	0.3308	0.734427	0.2429625	339.79	ALG11	ALG11 alpha-1,2-mannosyltransferase
51067	7.05e-01	4.63e-01	0.2158	-0.7342258	-0.1584321	257.01	YARS2	tyrosyl-tRNA synthetase 2
100526835	7.06e-01	4.63e-01	0.3497	0.7338124	0.2565901	60.75	FPGT-TNNI3K	FPGT-TNNI3K readthrough
100874097	7.06e-01	4.63e-01	0.2435	0.7337727	0.1787058	123.92	UBE2Q1-AS1	UBE2Q1 antisense RNA 1
1285	7.06e-01	4.63e-01	0.6371	0.7336867	0.4673966	17.7	COL4A3	collagen type IV alpha 3 chain
1161	7.06e-01	4.63e-01	0.2498	0.733946	0.183305	106.28	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
23304	7.06e-01	4.63e-01	0.3359	0.7337444	0.2464573	6043.18	UBR2	ubiquitin protein ligase E3 component n-recognin 2
53840	7.06e-01	4.63e-01	0.2999	-0.7338044	-0.2200614	566.93	TRIM34	tripartite motif containing 34
79866	7.06e-01	4.63e-01	0.2593	0.7340518	0.1903739	147.81	BORA	BORA aurora kinase A activator
9801	7.06e-01	4.63e-01	0.2547	0.7335705	0.1868686	240.37	MRPL19	mitochondrial ribosomal protein L19
91662	7.06e-01	4.63e-01	0.2984	-0.7335356	-0.2189191	3656.2	NLRP12	NLR family pyrin domain containing 12
284001	7.06e-01	4.63e-01	0.3217	-0.7333041	-0.2358999	609.61	CCDC57	coiled-coil domain containing 57
360	7.06e-01	4.64e-01	0.5603	0.7329849	0.4106641	500.34	AQP3	aquaporin 3 (Gill blood group)
105374790	7.06e-01	4.64e-01	0.5256	0.7328775	0.3852055	16.88	LOC105374790	uncharacterized LOC105374790
100131998	7.06e-01	4.64e-01	0.2491	0.7326783	0.1824872	84.64	RRN3P3	RRN3 pseudogene 3
101927586	7.06e-01	4.64e-01	0.582	0.7325496	0.4263461	407.92	LINC01271	long intergenic non-protein coding RNA 1271
57118	7.06e-01	4.64e-01	0.3731	0.732417	0.2732917	2253.55	CAMK1D	calcium/calmodulin dependent protein kinase ID
101927573	7.06e-01	4.64e-01	0.5127	0.7323485	0.3754995	13.15	LOC101927573	uncharacterized LOC101927573
23759	7.06e-01	4.64e-01	0.2159	-0.7323931	-0.1581497	828.78	PPIL2	peptidylprolyl isomerase like 2
100506343	7.06e-01	4.64e-01	0.3693	-0.7319873	-0.270348	55.96	INKA2-AS1	INKA2 antisense RNA 1
493	7.06e-01	4.64e-01	0.2932	0.7320283	0.2146037	3694.58	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
8676	7.06e-01	4.64e-01	0.4263	-0.7320922	-0.3120912	5361.6	STX11	syntaxin 11
25797	7.07e-01	4.64e-01	0.4411	0.7316508	0.3227562	10559.61	QPCT	glutaminyl-peptide cyclotransferase
11238	7.07e-01	4.64e-01	0.2584	-0.7315012	-0.1890399	123.87	CA5B	carbonic anhydrase 5B
27229	7.07e-01	4.65e-01	0.2532	0.7312425	0.1851182	226	TUBGCP4	tubulin gamma complex associated protein 4
2171	7.07e-01	4.65e-01	0.3477	0.730999	0.2541981	167.48	FABP5	fatty acid binding protein 5
768211	7.07e-01	4.65e-01	0.4528	0.7305342	0.3307574	1197.4	RELL1	RELT like 1
85407	7.07e-01	4.65e-01	0.4958	-0.7304392	-0.3621708	104.89	NKD1	NKD inhibitor of WNT signaling pathway 1
55623	7.07e-01	4.65e-01	0.2229	-0.7303258	-0.1627854	881.99	THUMPD1	THUMP domain containing 1
4567	7.07e-01	4.65e-01	0.3435	-0.7302538	-0.2508654	2145.42	TRNL1	tRNA-Leu
79671	7.08e-01	4.66e-01	0.3637	-0.7297239	-0.2654207	819.68	NLRX1	NLR family member X1
83852	7.08e-01	4.66e-01	0.2442	-0.7296522	-0.1782106	301.78	SETDB2	SET domain bifurcated histone lysine methyltransferase 2
79135	7.08e-01	4.66e-01	0.2842	-0.7293669	-0.2073151	71.48	APOO	apolipoprotein O
5624	7.08e-01	4.66e-01	0.5516	-0.7291335	-0.4021611	7.52	PROC	protein C, inactivator of coagulation factors Va and VIIIa
84418	7.08e-01	4.66e-01	0.5422	-0.7291609	-0.3953275	5522.63	CYSTM1	cysteine rich transmembrane module containing 1
4147	7.08e-01	4.66e-01	0.7837	0.72909	0.5713557	29.29	MATN2	matrilin 2
123283	7.08e-01	4.66e-01	0.3124	0.7290788	0.2277852	169.26	TARS3	threonyl-tRNA synthetase 3
286495	7.08e-01	4.66e-01	0.6569	0.7289254	0.4788505	9.31	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1
54897	7.08e-01	4.66e-01	0.3023	-0.7287684	-0.220298	119.84	CASZ1	castor zinc finger 1
3856	7.09e-01	4.66e-01	0.5318	-0.7283317	-0.3873535	9.19	KRT8	keratin 8
80167	7.09e-01	4.67e-01	0.2688	0.7280684	0.1956695	472.4	ABHD18	abhydrolase domain containing 18
107985355	7.09e-01	4.67e-01	0.3866	-0.7278521	-0.2813822	32.11	LOC107985355	uncharacterized LOC107985355
64760	7.09e-01	4.67e-01	0.2823	-0.7278774	-0.205474	546.37	FHIP2B	FHF complex subunit HOOK interacting protein 2B
105375169	7.09e-01	4.67e-01	0.4596	0.7277529	0.3344568	8.17	LOC105375169	uncharacterized LOC105375169
10556	7.09e-01	4.67e-01	0.2398	-0.7276392	-0.1744684	283.39	RPP30	ribonuclease P/MRP subunit p30
